Id;Company;Job Title;Location;Published Date;Job Link;Logo;Category;Company Life URL;Industry;Platform;Company_Match;Score;Job Link_Match;Destination URL;Work Mode;Tags;Capture Date;City;State;UF;Region;Country;Continent
58;Rio Ave;Estagiário(a) de Projetos;Recife (PE);01/05 10:00;https://www.linkedin.com/jobs/view/4409193114/;https://media.licdn.com/dms/image/v2/D4D0BAQHfCGIDaWJcmw/company-logo_100_100/B4DZjysh2oGkAQ-/0/1756418416715/rio_ave_logo?e=1779321600&v=beta&t=KBsVNw3q0flb3C2UOSj9gsuZGLrEuzn9m9YzGsn8tQ0;-;https://www.linkedin.com/company/rio-ave/about/;Marketing;Unknown/Error;rio ave;1.0;https://www.linkedin.com/jobs/view/4409193114/;;On-site;Intern;02/05/2026;Recife;Pernambuco;PE;Região Nordeste;Brasil;América do Sul
59;Santa Colomba;Analista de Planejamento - Blumenau - Trabalhos Disponíveis;Blumenau (SC);02/05 05:00;https://www.linkedin.com/jobs/view/4407272070/;https://media.licdn.com/dms/image/v2/D4D0BAQEFeLeANfyY2Q/company-logo_100_100/B4DZy6nBtcKAAQ-/0/1772657319680/santa_colomba_logo?e=1779321600&v=beta&t=NOc8TDi4P9rYeqzrGPj8gbGfVGn924haNj3ieSR4iD8;Advanced > Specialist;https://www.linkedin.com/company/santa-colomba/about/;Other;Vagas.com;santa colomba;1.0;https://www.linkedin.com/jobs/view/4407272070/;https://divulgavagas.com.br/vaga-de-emprego/analista-de-planejamento-33280515?utm_source=lk_empresas&utm_medium=linkedin&utm_campaign=lk_empresas_teste_C;On-site;Associate;02/05/2026;Blumenau;Santa Catarina;SC;Região Sul;Brasil;América do Sul
60;Santa Colomba;Analista de Planejamento - Canal de Vagas;Blumenau (SC);02/05 05:00;https://www.linkedin.com/jobs/view/4407256934/;https://media.licdn.com/dms/image/v2/D4D0BAQEFeLeANfyY2Q/company-logo_100_100/B4DZy6nBtcKAAQ-/0/1772657319680/santa_colomba_logo?e=1779321600&v=beta&t=NOc8TDi4P9rYeqzrGPj8gbGfVGn924haNj3ieSR4iD8;Advanced > Specialist;https://www.linkedin.com/company/santa-colomba/about/;Energy;Vagas.com;santa colomba;1.0;https://www.linkedin.com/jobs/view/4407256934/;https://divulgavagas.com.br/vaga-de-emprego/analista-de-planejamento-33280515?utm_source=lk_empresas&utm_medium=linkedin&utm_campaign=lk_empresas;On-site;Associate;02/05/2026;Blumenau;Santa Catarina;SC;Região Sul;Brasil;América do Sul
61;Serasa Experian;Product Manager Senior;São Paulo (SP);02/05 07:00;https://www.linkedin.com/jobs/view/4400602885/;https://media.licdn.com/dms/image/v2/D4D0BAQGW4EB1A1aUYQ/company-logo_100_100/B4DZyL2uQ_IUAY-/0/1771872904949/serasaexperian_logo?e=1779321600&v=beta&t=xHVNJjBwzuUfnERtBIBEH9_VTaRViwaQ1sPFc7NdBeg;Produtos > Product Manager;https://www.linkedin.com/company/serasa-experian/about/;Marketing;Smartrecruiters;serasa experian;4.0;https://www.linkedin.com/jobs/view/4400602885/;https://jobs.smartrecruiters.com/Experian/744000120040277-product-manager-senior?trid=2d92f286-613b-4daf-9dfa-6340ffbecf73;Hybrid;Senior, Liderança/Gerência, Product Owner/Product Manager;02/05/2026;São Paulo;São Paulo;SP;Região Sudeste;Brasil;América do Sul
62;Shopee;Analista de Projetos Sênior - São Paulo/SP;São Paulo (SP);01/05 09:00;https://www.linkedin.com/jobs/view/4306639300/;https://media.licdn.com/dms/image/v2/C560BAQE0iX_dgdH7nA/company-logo_100_100/company-logo_100_100/0/1672279162763/shopee_logo?e=1779321600&v=beta&t=n0zvrVrxoWULqHecpML0V9XCY6sIT4SBbR6qE8mFc0s;Advanced > Specialist;https://www.linkedin.com/company/shopee/about/;Marketing;careers.shopee.sg;shopee;3.0;https://www.linkedin.com/jobs/view/4306639300/;https://careers.shopee.sg/job-detail/J02055021/1?channel=10001;Hybrid;Senior, Associate;02/05/2026;São Paulo;São Paulo;SP;Região Sudeste;Brasil;América do Sul
63;Somewhere;Project Architect (Job Captain) - 58906106984;América Latina;01/05 09:00;https://www.linkedin.com/jobs/view/4400328085/;https://media.licdn.com/dms/image/v2/C560BAQEo6iv4QWT2qQ/company-logo_100_100/company-logo_100_100/0/1657197910492/shepherd_logo?e=1779321600&v=beta&t=JRzSH5sQhSJgp6jQk9WalFbN6l3_RCnCR2TlYvoZRmI;Architecture;https://www.linkedin.com/company/somewhere/about/;IT;Recruit CRM;somewhere;3.0;https://www.linkedin.com/jobs/view/4400328085/;https://recruitcrm.io/apply/17756624362000072484DJG?source=LinkedIn+Feed&utm_source=linkedin;Remote;-;02/05/2026;;;;;;América Latina
64;Spiralyze;Project Manager;SP;01/05 09:00;https://www.linkedin.com/jobs/view/4407676549/;https://media.licdn.com/dms/image/v2/C4E0BAQHZdQ7C18-VSw/company-logo_100_100/company-logo_100_100/0/1630577185951/spiralyze_logo?e=1779321600&v=beta&t=qC2v0iz8cfP9uVfJrH8EcEmUQTi8-IO8MvHhFTnvuWs;Portfolio > Projetos > Project Manager;https://www.linkedin.com/company/spiralyze/about/;Marketing;spiralyze.pinpointhq.com;spiralyze;1.0;https://www.linkedin.com/jobs/view/4407676549/;https://spiralyze.pinpointhq.com/postings/25c8ee72-75cb-423e-b941-4367d85e7560?utm_medium=invited&utm_source=BRA-SP-PMLN;Remote;Liderança/Gerência;02/05/2026;;São Paulo;SP;Região Sudeste;Brasil;América do Sul
65;Stefanini Brasil;GERENTE PROJETOS SAP / ANALISTA DADOS;São Paulo (SP);01/05 09:00;https://www.linkedin.com/jobs/view/4387477859/;https://media.licdn.com/dms/image/v2/D4D0BAQFOPyOhO4wTTg/company-logo_100_100/company-logo_100_100/0/1719784126380/stefanini_brasil_logo?e=1779321600&v=beta&t=A3cj6LBln43AUXXeT1BkHcgWhtl8XysFsZg44QnHETI;Middle > Manager;https://www.linkedin.com/company/stefanini-brasil/about/;Data;LinkedIn (Easy Apply);stefanini brasil;4.0;https://www.linkedin.com/jobs/view/4387477859/;https://www.linkedin.com/jobs/view/4387477859/;Hybrid;Mid, Associate, Liderança/Gerência, SAP, Dados/Analytics;02/05/2026;São Paulo;São Paulo;SP;Região Sudeste;Brasil;América do Sul
66;TELUS Digital;AI Senior Product Lead;Brasil;01/05 10:00;https://www.linkedin.com/jobs/view/4387369949/;https://media.licdn.com/dms/image/v2/D560BAQG9RsfYMPHl6Q/company-logo_100_100/B56Zlcq4hqJ0AQ-/0/1758196369808/telus_digital_logo?e=1779321600&v=beta&t=px9QsbOUj22_FcVSHRSXBV9ZrmJyxBXWwamX2yJBLYY;Middle > Manager;https://www.linkedin.com/company/telus-digital/about/;IT;jobs.ashbyhq.com;telus digital;4.0;https://www.linkedin.com/jobs/view/4387369949/;https://jobs.ashbyhq.com/telus-digital/5fff057c-1f09-4bbf-9054-afb4181f977d/application?utm_source=LinkedInJobWrapping;Remote;Inteligência Artificial, Senior, Mid, Liderança/Gerência;02/05/2026;;;;;Brasil;América do Sul
67;Talent Marcel;Pessoa Gerente de Projetos Sênior;São Paulo (SP);01/05 09:00;https://www.linkedin.com/jobs/view/4397685834/;https://media.licdn.com/dms/image/v2/D4D0BAQHN0yeBSuE2_g/company-logo_100_100/B4DZ2GiaXlJIAQ-/0/1776078661477/agenciatalent_logo?e=1779321600&v=beta&t=HO7XUSduaHWw0aLpO3vSsZwJ7UArcVa5UQw7WTgR4es;Middle > Manager;https://www.linkedin.com/company/talent-marcel/about/;Marketing;careers.publicisgroupe.com;talent marcel;1.0;https://www.linkedin.com/jobs/view/4397685834/;https://careers.publicisgroupe.com/jobs/146537?lang=pt-br&iis=Job+Board&iisn=LinkedIn+Apply;Hybrid;PCD / Afirmativa, Senior, Mid, Liderança/Gerência;02/05/2026;São Paulo;São Paulo;SP;Região Sudeste;Brasil;América do Sul
68;Tech Economy;Manager, Solution Delivery - NGSS ASTER;São Paulo (SP);01/05 09:00;https://www.linkedin.com/jobs/view/4407666674/;https://media.licdn.com/dms/image/v2/C4D0BAQHQ0gjkgfHrxQ/company-logo_100_100/company-logo_100_100/0/1630570389803/tech_economy_partners_logo?e=1779321600&v=beta&t=i4PrC12Buy4eC467KsYHfXVC57furFSD9WgizQkidFQ;Middle > Manager;https://www.linkedin.com/company/tech-economy/about/;IT;www.bain.com;tech economy;1.0;https://www.linkedin.com/jobs/view/4407666674/;https://www.bain.com/careers/find-a-role/position/?jobid=105121;On-site;Liderança/Gerência, Delivery/SDM;02/05/2026;São Paulo;São Paulo;SP;Região Sudeste;Brasil;América do Sul
69;TikTok;Category Manager Project Intern (TikTok Shop Consumables) - 2026 Start (BS/MS);São Paulo (SP);01/05 09:00;https://www.linkedin.com/jobs/view/4397688790/;https://media.licdn.com/dms/image/v2/D560BAQHYzDOZhwEZ7Q/company-logo_100_100/B56Zl_CaXSIAAU-/0/1758772964879/tiktok_logo?e=1779321600&v=beta&t=E5_3SKvnVV2mJ5ZkewSj3JTw5TV61j1dXKJZFC24or0;Middle > Manager;https://www.linkedin.com/company/tiktok/about/;IT;lifeattiktok.com;tiktok;3.0;https://www.linkedin.com/jobs/view/4397688790/;https://lifeattiktok.com/search/7626820333459409157?spread=5MWH5CQ;On-site;Intern, Liderança/Gerência;02/05/2026;São Paulo;São Paulo;SP;Região Sudeste;Brasil;América do Sul
70;TikTok;Category Manager Project Intern (TikTok Shop Consumables) - 2026 Start (BS/MS);São Paulo (SP);01/05 09:00;https://www.linkedin.com/jobs/view/4354835585/;https://media.licdn.com/dms/image/v2/D560BAQHYzDOZhwEZ7Q/company-logo_100_100/B56Zl_CaXSIAAU-/0/1758772964879/tiktok_logo?e=1779321600&v=beta&t=E5_3SKvnVV2mJ5ZkewSj3JTw5TV61j1dXKJZFC24or0;Middle > Manager;https://www.linkedin.com/company/tiktok/about/;IT;lifeattiktok.com;tiktok;3.0;https://www.linkedin.com/jobs/view/4354835585/;https://lifeattiktok.com/search/7594750980381133061?spread=5MWH5CQ;On-site;Intern, Liderança/Gerência;02/05/2026;São Paulo;São Paulo;SP;Região Sudeste;Brasil;América do Sul
